437 128
188 0.047764 0.078700 0.120500 0.081967 -0.065434 -0.555967 -0.078233 0.048424 0.070514 -0.038629 0.195102 -0.073198 0.093858 -0.114163 0.074884 0.295098 -0.040496 -0.018470 0.189453 -0.135360 0.021022 -0.089604 0.208510 -0.239595 0.072582 -0.080712 0.121653 0.049577 -0.149534 0.159570 0.153244 0.040002 -0.434956 0.101065 0.017889 0.017613 -0.051705 -0.054607 0.061293 0.130311 -0.059132 -0.180068 0.387274 -0.136617 0.327329 -0.244578 -0.183862 -0.036995 -0.193471 0.001281 0.432945 -0.094264 0.253567 0.397637 -0.069736 -0.067854 0.372818 0.245702 -0.197758 -0.109180 0.190543 -0.161785 0.040915 -0.231492 0.230246 0.014057 0.014311 0.209987 0.094961 0.148169 -0.037252 -0.309362 0.182795 -0.225235 0.244324 -0.037381 0.085046 -0.049809 0.167605 0.079158 -0.006647 0.216334 -0.098177 0.154457 0.171690 0.051551 0.307113 -0.122153 0.034398 0.195112 0.091409 -0.347181 0.270912 -0.300767 -0.196295 -0.018003 -0.053987 0.036279 -0.009339 -0.124360 -0.084484 0.188701 0.045073 -0.358178 -0.086143 -0.099847 -0.136465 0.110450 0.001870 -0.028032 -0.286512 -0.002017 -0.151204 0.094262 -0.051830 -0.002327 -0.244874 0.077497 0.115505 0.031797 0.189192 0.007524 -0.177746 -0.239161 -0.213168 0.047121 0.271948 0.201217
276 -0.150826 0.108053 0.280411 -0.229925 -0.069601 -0.155335 -0.206826 0.002076 -0.241961 -0.088824 -0.210726 -0.428123 0.136549 0.216175 0.159259 0.259198 -0.168892 -0.061027 0.286394 -0.170891 -0.133175 0.274835 0.101587 -0.109562 -0.230672 -0.350226 0.296159 0.026591 -0.101127 0.244621 0.084652 0.024439 -0.109007 0.034060 -0.111742 -0.048172 0.061718 -0.019530 -0.213807 0.010235 -0.074067 0.094089 0.074724 -0.098445 0.201193 0.100109 -0.052633 0.145418 0.086826 -0.100746 0.105857 -0.385089 0.130825 -0.094814 0.058664 -0.038016 0.267765 0.279411 -0.012353 -0.036314 -0.045216 -0.050456 0.237818 -0.214274 -0.065101 0.220827 -0.054099 -0.189422 0.403474 0.112245 0.087316 0.211958 0.120895 -0.218942 0.121390 0.230748 0.147005 0.144805 -0.148857 0.040150 0.027155 0.114852 -0.325007 0.124543 0.346738 -0.085266 -0.284848 0.080377 -0.290340 0.320324 0.304312 -0.131671 0.152266 0.010026 -0.033849 -0.497575 0.142056 -0.124614 -0.092091 -0.076527 -0.142009 0.501620 0.309853 0.174159 -0.285480 -0.137566 0.158051 -0.033974 -0.229434 -0.007045 -0.217012 0.004269 -0.302710 -0.324761 -0.105214 0.109344 -0.196339 0.000054 -0.331587 0.095893 0.068740 -0.074471 0.134135 -0.121564 -0.135643 0.195792 0.284866 0.159042
635 0.187407 -0.176592 0.213726 0.132869 0.210637 0.210587 -0.282282 -0.030012 0.007499 0.181560 0.316710 -0.052838 0.144134 -0.370169 0.054141 0.289861 -0.108820 0.057365 0.007391 -0.362728 0.321597 0.115333 -0.097214 -0.045673 0.024100 -0.214529 0.105289 -0.192238 -0.038884 0.163601 -0.003185 -0.308338 -0.038414 0.141665 0.147504 -0.183235 -0.052963 -0.337805 -0.212358 0.118906 0.056622 0.089533 0.182586 -0.133427 0.044261 -0.237660 -0.063158 -0.067734 0.325307 -0.221720 0.187585 0.204421 0.002562 0.389648 0.023910 -0.069256 0.168426 0.109633 0.034035 -0.096669 0.138261 -0.038346 -0.347151 0.087165 0.148345 -0.204546 0.126954 -0.329758 0.120099 0.248427 -0.167504 -0.169755 0.210957 -0.176472 0.040138 0.153981 -0.038479 -0.021774 0.166115 -0.266352 -0.299896 0.162205 0.117612 0.093755 -0.083733 -0.086895 0.179183 -0.008168 -0.126264 0.215160 0.279710 -0.394454 -0.046296 0.260190 -0.153827 -0.077191 -0.292694 -0.289149 -0.450179 0.141206 0.161795 -0.097333 0.134105 0.123280 0.074093 -0.250399 0.077596 -0.148098 -0.208151 0.101112 -0.138090 -0.001868 0.068766 -0.239396 -0.225768 -0.078163 -0.327980 0.149880 -0.042673 -0.111198 0.135890 0.089084 0.014676 0.161229 0.015982 -0.078824 -0.182715 0.036210
795 0.322622 0.029008 -0.139483 0.023298 0.030177 -0.002043 -0.058121 -0.278586 0.201966 -0.254353 0.201522 -0.032685 0.011833 -0.119079 0.053353 0.340903 -0.083556 0.138350 0.212894 0.029430 0.163949 -0.133913 0.148457 -0.259290 0.329316 0.002405 -0.231288 -0.220280 -0.213928 0.282267 -0.170481 -0.134021 0.094870 0.206865 0.313882 -0.138900 -0.088774 -0.196715 -0.247258 -0.019541 0.052891 -0.218233 -0.074074 0.025020 0.172812 -0.196018 0.124013 0.004441 0.151302 -0.164412 0.379136 0.112233 0.226614 0.068874 0.155059 -0.097815 -0.026875 0.055849 0.298905 0.099521 -0.090395 0.185757 0.374898 -0.432685 0.027959 -0.271303 0.277292 -0.146104 -0.010041 0.014272 0.093836 -0.169057 0.201699 0.057066 0.335892 0.075203 0.175682 -0.271884 0.239156 -0.030357 0.203427 0.020195 -0.113552 0.156461 -0.058465 -0.019187 0.089290 -0.026899 -0.236957 0.208487 -0.024043 -0.257877 -0.205476 0.240506 0.113627 0.124548 0.155265 -0.048288 -0.049753 0.081048 0.120687 -0.006558 -0.022611 0.118351 0.139609 -0.308234 0.066906 -0.292721 -0.338264 -0.139352 -0.249336 0.294465 -0.132145 -0.080202 -0.224733 0.174844 0.016195 -0.012459 -0.067548 -0.185946 0.104124 0.399152 -0.384106 -0.204062 -0.007578 -0.190835 -0.174451 -0.033814
546 -0.048535 -0.248459 0.193592 -0.150537 -0.142245 -0.046931 0.069528 -0.074173 -0.203791 -0.143053 -0.265725 0.095667 -0.035411 -0.055056 0.064098 0.050497 -0.497064 -0.040906 0.115453 -0.165087 -0.135827 -0.118978 -0.181533 -0.244013 0.180542 -0.105780 -0.033515 -0.229696 0.063348 0.207536 -0.167897 0.010960 -0.080046 0.223232 0.171290 0.084327 -0.210390 -0.033015 0.193436 0.025473 0.276225 -0.092722 0.283145 -0.381081 0.017629 -0.035292 0.055439 -0.020401 0.417042 0.164084 -0.012202 0.275397 0.101141 -0.155324 0.133102 -0.179923 0.006851 -0.059709 0.032172 0.086208 -0.160913 0.208249 -0.100386 -0.248889 -0.305218 -0.296202 0.026615 -0.160303 0.267670 0.123277 0.120042 -0.056148 0.203789 0.140834 0.092881 0.217084 0.147819 -0.277965 -0.055258 0.014470 -0.003197 -0.027299 -0.187535 0.083111 0.112217 -0.040690 -0.094680 0.098353 -0.183108 -0.272430 0.235474 -0.467984 0.066613 0.430201 -0.100253 -0.143423 -0.012422 -0.052489 -0.238055 -0.146750 0.295486 -0.070536 0.265462 -0.163727 -0.125043 -0.099444 -0.119279 -0.472558 -0.242881 0.059862 -0.168082 0.013121 -0.012536 0.082014 -0.402417 0.159194 -0.174841 0.186644 -0.166711 -0.084046 0.264887 0.036983 0.146474 -0.189700 0.107883 0.118274 -0.211635 0.104233
808 0.086905 0.344331 -0.045580 0.020614 -0.134198 -0.042883 -0.121000 -0.031898 0.071539 -0.321943 0.152777 -0.226362 0.026382 0.069533 0.273720 0.486504 -0.021868 0.059227 0.017604 -0.226149 -0.229348 0.199795 0.254116 -0.181588 0.124707 0.215009 0.239352 -0.069703 -0.190424 -0.112490 0.079432 0.046121 0.015566 0.293430 0.045490 -0.303933 -0.184462 0.352906 -0.199723 0.037150 0.279622 -0.082722 -0.016033 -0.204110 0.169256 -0.207940 0.249442 -0.075548 0.125773 -0.104678 0.355756 -0.017835 0.036540 -0.002580 0.126277 -0.293179 -0.062902 0.134380 0.060208 -0.247363 0.048935 0.043579 0.273634 0.104871 -0.130695 0.000549 -0.157326 0.063362 0.313801 0.013167 0.263015 0.148017 0.185307 0.070182 0.296010 -0.032612 -0.079469 -0.134828 0.010476 0.213975 -0.226190 0.177369 -0.264579 0.048975 -0.014435 -0.009957 0.092977 -0.048614 -0.483680 0.224172 0.060674 -0.078851 0.197093 0.200423 -0.058089 -0.004233 0.166038 0.061714 -0.192905 0.191422 0.141768 -0.047817 0.469450 0.197312 -0.002985 -0.181238 -0.040992 0.038514 -0.244643 -0.117259 -0.438758 0.164981 0.131196 -0.147328 -0.006990 0.026813 0.095000 0.054479 -0.027984 -0.161329 0.425161 -0.033001 -0.194443 0.086252 0.046833 0.282724 0.167636 0.082615
4 -0.034204 0.282918 -0.012352 -0.039966 0.321246 -0.493761 -0.065380 0.143095 0.018651 -0.181788 -0.192168 0.087528 0.233492 0.155269 -0.322038 0.043685 0.018571 0.020989 0.243476 -0.141483 0.192997 -0.283797 0.073998 -0.376919 0.299347 -0.181434 -0.006157 0.067151 0.175917 -0.038073 0.113019 -0.059488 -0.123892 0.021067 0.197760 -0.060273 -0.179398 -0.143100 -0.045203 0.087793 0.435276 -0.175546 0.261195 0.024242 0.336877 0.052794 -0.149555 -0.188181 -0.070609 -0.128957 0.350517 -0.256314 0.277078 0.062897 -0.135610 -0.188678 0.245969 0.262067 -0.154205 0.164861 0.180175 0.031222 0.249513 -0.045182 -0.111953 -0.073156 -0.126580 -0.131922 0.041019 -0.159083 0.307087 -0.005760 0.264094 -0.170083 0.154729 0.267192 0.169547 0.029785 0.079930 -0.003205 -0.035516 -0.078817 -0.003560 0.448404 0.106575 -0.068764 0.165819 -0.043219 0.051452 0.599319 0.194870 -0.059159 -0.093495 0.167580 0.056457 0.136773 0.041862 -0.061961 -0.007466 -0.108782 -0.274505 0.282497 0.240684 0.350706 0.028346 -0.179292 0.099973 0.045428 -0.244836 0.211336 -0.196131 -0.109816 -0.039193 0.036517 -0.166806 -0.012075 -0.384696 0.064469 -0.292172 -0.078835 0.438678 -0.234927 0.007649 -0.310203 -0.211569 -0.189601 0.268578 0.342004
585 -0.196348 -0.181461 0.299006 -0.182515 -0.089021 0.375552 -0.129345 -0.055780 -0.165375 0.068689 -0.157009 -0.575210 0.174811 0.031868 0.335237 -0.044815 -0.002441 0.070189 0.259457 0.049358 -0.165325 -0.076118 0.319588 -0.304777 -0.082040 -0.232006 0.273877 -0.123381 0.022549 0.253385 -0.151665 0.090998 0.040505 0.117711 -0.008123 0.156738 -0.683127 0.005549 -0.156987 0.058222 0.204711 -0.074189 0.298911 -0.132636 -0.025449 0.113556 0.257702 -0.041568 0.324937 -0.109632 0.068163 -0.004766 -0.134565 -0.229132 0.144219 -0.131527 0.313608 0.245595 0.419676 -0.000645 -0.175099 -0.115644 -0.062414 -0.189232 -0.210986 -0.144397 0.324026 0.035788 0.098581 -0.060290 -0.094948 -0.082361 0.546566 0.001779 0.097068 -0.115195 -0.035429 0.055355 -0.023304 -0.064649 0.108719 0.198679 -0.214026 0.235248 0.034870 -0.028167 -0.028486 0.189102 -0.423446 -0.198789 0.023349 -0.193529 0.088171 0.156010 0.047975 -0.268189 -0.176001 -0.389740 -0.244172 -0.280527 0.135263 0.220224 0.263580 -0.017782 -0.117983 0.055325 -0.155273 -0.436659 -0.354387 -0.324810 -0.075077 0.320463 -0.156979 -0.158151 -0.192922 0.017604 -0.249164 0.143164 0.017276 0.103320 0.431290 0.298683 0.205672 -0.008978 0.277940 -0.250588 -0.074709 0.290832
619 -0.189838 0.105461 -0.153794 -0.209925 -0.156101 -0.098108 0.164048 -0.061018 -0.042761 -0.103652 0.273667 -0.122194 -0.002165 0.030439 0.301421 0.314213 0.050650 0.033488 0.124631 0.003893 -0.357656 0.041519 0.112684 -0.457600 -0.106252 -0.252477 0.166261 -0.014281 -0.006549 -0.040183 -0.011613 0.064510 -0.379118 -0.100961 0.300819 0.098705 -0.176146 -0.103626 0.070218 0.211207 0.067543 -0.114440 0.244812 0.211967 0.298493 -0.153195 0.206823 -0.294407 -0.008947 0.022633 0.178116 0.188178 0.237791 -0.281226 -0.041901 -0.176242 0.345915 0.249110 -0.035732 0.045286 -0.133075 0.092620 0.106024 -0.193625 -0.087522 0.044494 0.125490 -0.063496 0.083449 0.301760 0.330343 -0.111869 0.049509 0.287094 0.183604 -0.497818 -0.246793 0.302254 -0.171133 -0.416166 -0.109904 0.106509 -0.107873 0.272042 -0.275777 0.065883 0.080507 0.068578 -0.080651 0.192407 -0.229713 -0.166671 0.033074 0.135144 -0.043298 -0.132416 -0.112516 -0.057334 -0.266886 0.104553 -0.349282 -0.202508 0.260851 -0.155006 0.178673 -0.173027 -0.018085 -0.037741 0.215073 -0.145123 -0.162171 0.293254 0.060072 0.030907 -0.262308 -0.279254 0.119614 0.051712 -0.154062 -0.095449 0.172479 -0.280734 0.258256 0.003896 -0.073766 -0.492237 -0.153243 -0.146095
1426 -0.183679 0.036717 0.026529 0.006513 -0.359621 0.146201 -0.100836 0.268780 0.054954 -0.128226 0.230813 -0.176170 -0.204114 -0.147981 0.146407 0.006322 -0.197787 -0.070893 0.108652 0.061511 -0.117689 0.307622 0.109352 0.011065 -0.017370 -0.062267 0.059600 -0.044161 -0.099117 0.126081 -0.028193 -0.219272 -0.017286 -0.073459 -0.004576 0.038193 -0.008809 0.182940 -0.136462 0.005388 0.138748 0.267631 -0.144231 -0.107802 0.438314 -0.394944 0.208724 -0.087440 0.327651 -0.045857 0.223982 -0.290094 0.172164 0.048997 0.081735 -0.138029 -0.005067 0.272659 0.109993 0.095258 -0.044248 -0.111848 -0.145540 0.209562 -0.292217 0.000992 0.042593 0.060501 0.572509 0.184953 0.161339 0.034466 0.033047 -0.011963 0.278001 -0.062040 0.218304 0.079489 0.222413 0.016023 -0.126775 0.183646 0.179755 0.109737 -0.126256 0.108298 0.026991 -0.004909 -0.179562 0.010556 0.225698 -0.299055 -0.036286 0.004220 -0.331000 -0.049553 -0.039719 -0.185910 0.065125 0.016334 -0.269322 0.084227 -0.094419 0.280130 -0.031656 -0.014842 -0.001695 -0.000515 -0.380688 0.100544 -0.521837 0.146704 -0.118170 -0.378734 -0.279682 0.035321 0.115875 0.296555 -0.471589 -0.048692 0.493176 -0.059972 -0.165926 0.100840 0.051211 0.273278 -0.210973 0.409661
